name,price,location,ac,air_panas,kamar_mandi_dalam,parkir,dispenser,kulkas,kursi,lemari,meja,parkir_mobil,ruang_tamu,shower,tv,wastafel,wifi,cctv,swimming_pool,kasur_bed_springbed,amenity_count,premium_count,amenity_density,has_private_bath_ac,luxury_score,is_luxury,location_tier,location_enc
Kost Ratu Seminyak,1850000,badung,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,8,7,0.4444444444444444,1,5,1,2,1
SEWA KOST KELUARGA DI DALUNG (Suite),1250000,badung,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,2,1
Pondok Nauma II,900000,badung,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1111111111111111,1,1,0,2,1
Kost MD Living II Jimbaran Standart Room Kuta Selatan Badung,2700000,badung,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,8,4,0.4444444444444444,1,2,0,2,1
Kost The W Sandat Standart Kuta Selatan Badung,2700000,badung,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,8,4,0.4444444444444444,1,2,0,2,1
Kost MD Living II Jimbaran Standart Room Kuta Selatan Badung (Eksklusif),3000000,badung,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,8,4,0.4444444444444444,1,2,0,2,1
Kost Thalia Athena Seminyak,1600000,badung,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,9,8,0.5,1,6,1,2,1
Kost murah jimbaran,700000,badung,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0.16666666666666666,0,1,0,2,1
Kost MD Living III Jimbaran Standart Kuta Selatan Badung,3000000,badung,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,2,1
Sewa kost bulanan eksklusif kuta beach (Promo),3750000,badung,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,6,5,0.3333333333333333,1,4,1,2,1
Kost Murah Fasilitas Lengkap di Dewi Sri Kuta Bali,4000000,badung,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,10,7,0.5555555555555556,1,5,1,2,1
KOST DI CANGGU DEKAT PANTAI,5000000,badung,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,10,7,0.5555555555555556,1,5,1,2,1
Davanka Home Stay,2800000,badung,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,10,7,0.5555555555555556,1,5,1,2,1
Kost Rumah Kita Kuta Executive Kuta Badung,2500000,badung,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,7,3,0.3888888888888889,1,1,0,2,1
kos dekat bandara I Gusti Ngurah Rai,850000,badung,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,2,1
Kos nyaman murah bali (Tipe B),600000,badung,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0.1111111111111111,0,0,0,2,1
Kost Gwk Stay Uluwatu Kuta Selatan Badung,2500000,badung,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,12,7,0.6666666666666666,1,5,1,2,1
Kost Padonan Kuta Utara Badung (Suite),2950000,badung,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,11,6,0.6111111111111112,1,4,1,2,1
"Jepun House - Kos nyaman di Kuta, dekat Pantai Batubelig",3500000,badung,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,8,7,0.4444444444444444,1,5,1,2,1
Kost Teras Harta Kuta Utara Badung,3200000,badung,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,13,7,0.7222222222222222,1,5,1,2,1
Kost fasilitas lengkap,1200000,badung,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,4,0.3333333333333333,1,2,0,2,1
Kost Komplit Di Kunti Seminyak Bali,2800000,badung,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,8,7,0.4444444444444444,1,6,1,2,1
Kost Casa De Sultan Golden View Kuta Selatan Badung,6000000,badung,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,10,6,0.5555555555555556,1,4,1,2,1
Kost Canina Living Kuta Utara Badung,4500000,badung,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,14,7,0.7777777777777778,1,5,1,2,1
Seruni Guesthouse @Mahendradata,4000000,bali,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,14,7,0.7777777777777778,1,5,1,0,2
Kost DD Denpasar,800000,bali,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,0,2
Loven Sanur Guest House Di Sewakan (Bangunan Baru),4250000,bali,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,7,4,0.3888888888888889,1,2,0,0,2
"Umahku Apartement, Denpasar",3500000,bali,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,10,7,0.5555555555555556,1,5,1,0,2
Kost murah,1000000,bali,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,3,0.2777777777777778,1,1,0,0,2
Executive Kost Sarigading Suites Denpasar Bali,4000000,bali,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,16,7,0.8888888888888888,1,5,1,0,2
Loven Sanur Guest House Di Sewakan,4800000,bali,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,7,4,0.3888888888888889,1,2,0,0,2
Loven Sanur Guest House Di Sewakan (Tipe B),4250000,bali,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,7,4,0.3888888888888889,1,2,0,0,2
Ardinata Kos 2 - Platinum,1100000,buleleng,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,4,0.2777777777777778,1,2,0,0,3
Kost Ari Damai Tipe B Buleleng,650000,buleleng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3
Kost Mewah Bisma Singaraja Buleleng Bali (Bangunan Baru),2300000,buleleng,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,13,6,0.7222222222222222,1,4,1,0,3
Kos Putri Singaraja TegalSari,600000,buleleng,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,6,3,0.3333333333333333,0,1,0,0,3
Ardinata Kos 1B - Platinum,1200000,buleleng,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,10,4,0.5555555555555556,1,2,0,0,3
Kost The Peak Buleleng (Bangunan Baru),1900000,buleleng,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,13,5,0.7222222222222222,1,3,0,0,3
Kost Js Apato Buleleng,1200000,buleleng,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,11,5,0.6111111111111112,1,3,0,0,3
Kost Bali Kharisma (Bangunan Baru),650000,buleleng,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,8,4,0.4444444444444444,0,2,0,0,3
Kost Bali Kharisma (Eksklusif),700000,buleleng,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,8,4,0.4444444444444444,0,2,0,0,3
Kos Putri Singaraja Br. Tegal,600000,buleleng,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5,3,0.2777777777777778,0,1,0,0,3
OYO 1051 De Loran Hotel,3000000,buleleng,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,7,4,0.3888888888888889,1,3,0,0,3
Kost Bali Kharisma (Suite),600000,buleleng,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,8,4,0.4444444444444444,0,2,0,0,3
Kost Mewah Bisma Singaraja Buleleng Bali,2100000,buleleng,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,13,6,0.7222222222222222,1,4,1,0,3
Kost The Peak Buleleng,2200000,buleleng,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,13,5,0.7222222222222222,1,3,0,0,3
Kos Banyuning Singaraja,600000,buleleng,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5,2,0.2777777777777778,0,1,0,0,3
Kos Banyuning Singaraja (Tipe B),600000,buleleng,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5,2,0.2777777777777778,0,1,0,0,3
Kost Bali Kharisma,650000,buleleng,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,8,4,0.4444444444444444,0,2,0,0,3
Kost Menuh Buleleng,700000,buleleng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3
Kost Menuh Buleleng (Promo),750000,buleleng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3
Kost Harvest Denpasar Barat Denpasar (Suite),2650000,denpasar,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,13,7,0.7222222222222222,1,5,1,1,4
Penginapan Bintang Bali - Harga Murah Fasilitas Mewah di Pur,1000000,denpasar,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,7,5,0.3888888888888889,1,3,0,1,4
Kost exclusive aka hotel,2000000,denpasar,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,6,3,0.3333333333333333,0,1,0,1,4
Kost Umah Dewata Tipe A Denpasar Selatan Denpasar (Promo),2100000,denpasar,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,12,6,0.6666666666666666,1,4,1,1,4
Kost Di Atena Seminyak Bali (Suite),2800000,denpasar,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,7,6,0.3888888888888889,1,5,1,1,4
Kost Pasutri di Denpasar,1750000,denpasar,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,8,6,0.4444444444444444,1,4,1,1,4
Kost Aline Residence Executive Denpasar Selatan Denpasar,3500000,denpasar,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,12,7,0.6666666666666666,1,5,1,1,4
Kos Elit Nyaman dengan fasilitas Hotel di Pusat Kota Denpasa,1500000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6,4,0.3333333333333333,1,2,0,1,4
Kost Green Bakung Sari Tipe AC Denpasar Timur Denpasar,1850000,denpasar,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5,3,0.2777777777777778,1,1,0,1,4
Ready kost kosong isian no ac,900000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6,4,0.3333333333333333,1,2,0,1,4
Kost Amertha Sanjivani Biasa Luas Denpasar Barat Denpasar,2500000,denpasar,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,12,7,0.6666666666666666,1,5,1,1,4
Kosanmu Bali (Eksklusif),1250000,denpasar,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,12,7,0.6666666666666666,1,5,1,1,4
Kost Ekslusive Daerah Kuta Legian,2600000,denpasar,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,7,5,0.3888888888888889,1,3,0,1,4
Kosan Elit daerah Sesetan Sidakarya,2000000,denpasar,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5,5,0.2777777777777778,1,3,0,1,4
Kost Eksklusif Sidakarya Denpasar Bali,2500000,denpasar,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,8,5,0.4444444444444444,1,3,0,1,4
Kost Semeton Vip Room Denpasar Selatan Denpasar,2730000,denpasar,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,9,5,0.5,1,3,0,1,4
KOS KOMPLIT  DENPASAR (Suite),2350000,denpasar,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,10,7,0.5555555555555556,1,5,1,1,4
Kost Gria Padma Tipe A Denpasar Timur Denpasar,4000000,denpasar,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,8,5,0.4444444444444444,1,3,0,1,4
Pondok Kemuning Flores Denpasar (Hunian Strategis),2000000,denpasar,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,11,6,0.6111111111111112,1,4,1,1,4
Stay At Renon (Eksklusif),1050000,denpasar,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,11,7,0.6111111111111112,1,5,1,1,4
Kost Elite,1750000,denpasar,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,11,7,0.6111111111111112,1,5,1,1,4
Cempaka living Kost elite murah di tengah kota,2250000,denpasar,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,12,7,0.6666666666666666,1,5,1,1,4
kost bulanan nyaman dan elit,1500000,denpasar,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,13,7,0.7222222222222222,1,5,1,1,4
Kost Mezzanine Jl. Pura Demak - Marlboro Denpasar Barat (Promo),1300000,denpasar,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,0.2222222222222222,0,0,0,1,4
Kost Kana Residence Tipe A Denpasar Barat Denpasar (Bangunan Baru),3100000,denpasar,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,12,6,0.6666666666666666,1,4,1,1,4
Kos kosongan murah di kota denpasar,800000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
Kost Nuansa Indah Tipe Deluxe Denpasar Utara Denpasar,2500000,denpasar,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,14,7,0.7777777777777778,1,5,1,1,4
Kost Cherry Tipe Executive Denpasar Barat,3900000,denpasar,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,15,7,0.8333333333333334,1,5,1,1,4
Kost Knj Suite Denpasar Barat Denpasar,4000000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kost Murah dan nyaman di denpasar (Suite),800000,denpasar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,4
Rumah Kost Jl Imam Bonjol Denpasar,650000,denpasar,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1111111111111111,1,1,0,1,4
Kost Languan By Intisari Tipe C Denpasar Selatan Denpasar,2300000,denpasar,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,8,5,0.4444444444444444,1,3,0,1,4
Kost Griya Bstc Executive Denpasar Selatan Denpasar,5000000,denpasar,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,13,7,0.7222222222222222,1,5,1,1,4
"KOST VIP BARU JL. TUKAD BADUNG XX B / B1 No.5 RENON, DENPASA",1600000,denpasar,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,11,6,0.6111111111111112,1,4,1,1,4
KOST BALI MERTASARI BEACH DENPASAR (Suite),4650000,denpasar,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,10,7,0.5555555555555556,1,5,1,1,4
Kos Bedahulu Nyaman Strategis di Pusat Kota Denpasar,1500000,denpasar,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,2,0.2777777777777778,0,0,0,1,4
KOST ELITE AREA GATSU BARAT DENPASAR,1500000,denpasar,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,13,7,0.7222222222222222,1,5,1,1,4
Kos Elit (Full Furnish) seperti hotel + swimming pool,2700000,denpasar,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,14,8,0.7777777777777778,1,6,1,1,4
SEWA KOST,1500000,denpasar,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,8,6,0.4444444444444444,1,4,1,1,4
Kost Oceani Exclusive Denpasar Timur Denpasar (Eksklusif),2600000,denpasar,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,14,7,0.7777777777777778,1,5,1,1,4
Puri Indra Kost Denpasar (Promo),4000000,denpasar,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,9,7,0.5,1,5,1,1,4
Kost Denpasar,1500000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,3,0.2222222222222222,0,1,0,1,4
Teratai Melati Kos Elite  Jl Teratai 24 Denpasar,2300000,denpasar,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,7,4,0.3888888888888889,1,3,0,1,4
"TERIMA KOST DIJAMIN MURAH, BAGUS, NYAMAN :)",600000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
Terima Kost Bulanan dengan Fasilitas Lengkap,1955000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,3,0.2777777777777778,1,2,0,1,4
Kost Gilisari Denpasar Selatan Denpasar (Tipe B),2750000,denpasar,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,9,3,0.5,1,1,0,1,4
Kost Melangit Tipe Deluxe Denpasar Selatan Denpasar,3000000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
SASMARA APARTMENT,3000000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,8,5,0.4444444444444444,1,4,1,1,4
"Kost Strategis di Renon Denpasar dekat Panjer,Sanglah,Sanur (Promo)",800000,denpasar,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0.16666666666666666,0,0,0,1,4
KOS Yuni House,3500000,denpasar,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,7,5,0.3888888888888889,1,3,0,1,4
Kost Languan By Intisari Tipe A Denpasar Selatan Denpasar,1750000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kost Malano Residence Executive 1 Denpasar Selatan Denpasar (Promo),3000000,denpasar,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,10,6,0.5555555555555556,1,4,1,1,4
Kos tenang dukuhsari sesetan (Eksklusif),750000,denpasar,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.16666666666666666,1,1,0,1,4
Kost Saguna Residence Tipe A Denpasar Timur Denpasar,2300000,denpasar,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,9,5,0.5,1,3,0,1,4
Kost Strategis Denpasar,1800000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,3,0.2777777777777778,1,2,0,1,4
Kost Koku Renon 1 Tipe B Denpasar Selatan Denpasar,2700000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kost Umah Dewata Tipe A Denpasar Selatan Denpasar (Promo),1950000,denpasar,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,12,6,0.6666666666666666,1,4,1,1,4
"Harvest Apt , Kost Deluxe , harian maupun bulanan Murah .",2000000,denpasar,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,12,7,0.6666666666666666,1,5,1,1,4
Sewa Kost Mingguan dan Bulanan Murah (Eksklusif),1450000,denpasar,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,11,5,0.6111111111111112,1,3,0,1,4
Vrindavan Residence,2500000,denpasar,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,11,7,0.6111111111111112,1,5,1,1,4
Kos Putri Renon BA,2000000,denpasar,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,4,0.2777777777777778,1,2,0,1,4
"kost harian,mingguan,bulanan",1800000,denpasar,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0.2222222222222222,1,2,0,1,4
Kost untuk disewa (Bangunan Baru),1300000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Triga Kost,3000000,denpasar,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,9,7,0.5,1,5,1,1,4
Kost Prime Renon Tipe Vip Denpasar Selatan Denpasar,2700000,denpasar,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,8,5,0.4444444444444444,1,3,0,1,4
Kost BW Tipe A Denpasar Selatan Denpasar,2300000,denpasar,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,12,5,0.6666666666666666,1,3,0,1,4
Graha Chempaka,4000000,denpasar,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,10,7,0.5555555555555556,1,5,1,1,4
Kost Anasera Living Denpasar Selatan Denpasar (Bangunan Baru),2600000,denpasar,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,11,7,0.6111111111111112,1,5,1,1,4
Kost elit Bali - bali true living,5400000,denpasar,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,11,7,0.6111111111111112,1,5,1,1,4
Kost Kana Residence Tipe A Denpasar Barat Denpasar (Eksklusif),3550000,denpasar,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,12,6,0.6666666666666666,1,4,1,1,4
Kost Exclusive Ganggas Homestay (Tipe B),2700000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kos murah komplit,1100000,denpasar,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5,3,0.2777777777777778,0,1,0,1,4
Panda Dorm Denpasar,2000000,denpasar,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,12,5,0.6666666666666666,1,3,0,1,4
Kost Tukad Melangit Panjer Tipe A Denpasar Selatan Denpasar (Bangunan Baru),2700000,denpasar,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5,3,0.2777777777777778,1,1,0,1,4
Kos UMA INN pusat kota denpasar mahendradatta,1200000,denpasar,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,7,4,0.3888888888888889,1,2,0,1,4
Dewata Kost (Promo),700000,denpasar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,4
Kost nyaman dan ditengah kota denpasar,1000000,denpasar,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.16666666666666666,1,1,0,1,4
PONDOK VARGAS,1500000,denpasar,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,8,6,0.4444444444444444,1,4,1,1,4
KOST DENPASAR PEMOGAN,800000,denpasar,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0.2222222222222222,1,2,0,1,4
Yande Kost Denpasar Fasilitas Lengkap,1300000,denpasar,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,10,5,0.5555555555555556,1,3,0,1,4
Terima Kos,700000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
OYO Life 2204 Griya Hita,2000000,denpasar,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,11,6,0.6111111111111112,1,4,1,1,4
Kosan Murah di Denpasar Bali,750000,denpasar,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0.1111111111111111,0,0,0,1,4
Kost Elit Baru di Denpasar,2500000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kost lengkap,1500000,denpasar,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,8,6,0.4444444444444444,1,4,1,1,4
Kost Puri Dukuh (dekat mall living world),1300000,denpasar,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,9,4,0.5,1,3,0,1,4
Kost Murah Denpasar,1500000,denpasar,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,11,5,0.6111111111111112,1,3,0,1,4
Kost Bangunan Baru + WIFI daerah Denpasar,750000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0.1111111111111111,0,1,0,1,4
Kost Grya Bajang Bali Renon,2500000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0.2222222222222222,1,1,0,1,4
Kost Griya Acarya,2700000,denpasar,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,9,7,0.5,1,5,1,1,4
Swari C Kos (Eksklusif),1700000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kost Vassamaron Full Furnished Denpasar Selatan Denpasar,1700000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kost Ibu Putu Artini,850000,denpasar,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0.16666666666666666,0,0,0,1,4
Kost Saka Pedungan Denpasar Selatan (Eksklusif),1300000,denpasar,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0.16666666666666666,0,0,0,1,4
Kost Green Anggrek Mas Vip Denpasar Utara Denpasar (Promo),1700000,denpasar,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,13,6,0.7222222222222222,1,4,1,1,4
Sewa Paviliun Murah Fasilitas Lengkap (Eksklusif),2700000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
Kost style Villa di daerah kerobokan dekat seminyak (Suite),2900000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,3,0.2777777777777778,1,2,0,1,4
Kost Vkost B Denpasar Selatan,2950000,denpasar,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,12,7,0.6666666666666666,1,5,1,1,4
Kost Lengkap di Pusat Kota Denpasar,800000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0.2222222222222222,1,1,0,1,4
"info kos kost kosan sekitar denpasar,ubung,gatsu,pidada,mahe",1200000,denpasar,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,8,3,0.4444444444444444,1,1,0,1,4
Kost Koko Bagus Coliving Executive Denpasar Selatan Denpasar,4000000,denpasar,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,12,7,0.6666666666666666,1,5,1,1,4
kos bali studio8,2200000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
Kost Living Bali Family Room Denpasar Selatan Denpasar,4000000,denpasar,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,12,7,0.6666666666666666,1,5,1,1,4
Disewakan kos kosan di Denpasar (Padangsambian),800000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
